resource_code,name,type,category,unit,price_avg,price_min,price_max,currency,usage_count,labor_role
0216000192,"CAJA DE PASE CUADRADA F.G. PESADO 1000x1000x100MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,53.36,53.36,53.36,PEN,,
0216000193,"CAJA DE PASE CUADRADA F.G. PESADO 1200x1200x100MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,74.22,74.22,74.22,PEN,,
0216000194,"CAJA DE PASE CUADRADA F.G. PESADO 150x150x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,3.05,3.05,3.05,PEN,,
0216000195,"CAJA DE PASE CUADRADA F.G. PESADO 200x200x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,4.43,4.43,4.43,PEN,,
0216000196,"CAJA DE PASE CUADRADA F.G. PESADO 250x250x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,6.02,6.02,6.02,PEN,,
0216000197,"CAJA DE PASE CUADRADA F.G. PESADO 300x300x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,7.82,7.82,7.82,PEN,,
0216000198,"CAJA DE PASE CUADRADA F.G. PESADO 350x350x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,9.84,9.84,9.84,PEN,,
0216000199,"CAJA DE PASE CUADRADA F.G. PESADO 400x400x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,12.07,12.07,12.07,PEN,,
0216000200,"CAJA DE PASE CUADRADA F.G. PESADO 500x500x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,17.17,17.17,17.17,PEN,,
0216000201,"CAJA DE PASE CUADRADA F.G. PESADO 600x600x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,23.13,23.13,23.13,PEN,,
0216000202,"CAJA DE PASE CUADRADA F.G. PESADO 700x700x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,29.95,29.95,29.95,PEN,,
0216000203,"CAJA DE PASE CUADRADA F.G. PESADO 800x800x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,37.61,37.61,37.61,PEN,,
0216000204,"CAJA DE PASE CUADRADA F.G. PESADO 1000x1000x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,55.51,55.51,55.51,PEN,,
0216000205,"CAJA DE PASE CUADRADA F.G. PESADO 1200x1200x130MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,76.81,76.81,76.81,PEN,,
0216000206,"CAJA DE PASE CUADRADA F.G. PESADO 150x150x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,3.40,3.40,3.40,PEN,,
0216000207,"CAJA DE PASE CUADRADA F.G. PESADO 200x200x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,4.89,4.89,4.89,PEN,,
0216000208,"CAJA DE PASE CUADRADA F.G. PESADO 250x250x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,6.58,6.58,6.58,PEN,,
0216000209,"CAJA DE PASE CUADRADA F.G. PESADO 300x300x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,8.49,8.49,8.49,PEN,,
0216000210,"CAJA DE PASE CUADRADA F.G. PESADO 350x350x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,10.62,10.62,10.62,PEN,,
0216000211,"CAJA DE PASE CUADRADA F.G. PESADO 400x400x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,12.96,12.96,12.96,PEN,,
0216000212,"CAJA DE PASE CUADRADA F.G. PESADO 500x500x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,18.27,18.27,18.27,PEN,,
0216000213,"CAJA DE PASE CUADRADA F.G. PESADO 600x600x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,24.44,24.44,24.44,PEN,,
0216000214,"CAJA DE PASE CUADRADA F.G. PESADO 700x700x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,31.47,31.47,31.47,PEN,,
0216000215,"CAJA DE PASE CUADRADA F.G. PESADO 800x800x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,39.35,39.35,39.35,PEN,,
0216000216,"CAJA DE PASE CUADRADA F.G. PESADO 1000x1000x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,57.67,57.67,57.67,PEN,,
0216000217,"CAJA DE PASE CUADRADA F.G. PESADO 1200x1200x150MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,79.40,79.40,79.40,PEN,,
0216000218,"CAJA DE PASE CUADRADA F.G. PESADO 250x250x200MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,7.72,7.72,7.72,PEN,,
0216000219,"CAJA DE PASE CUADRADA F.G. PESADO 300x300x200MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,9.84,9.84,9.84,PEN,,
0216000220,"CAJA DE PASE CUADRADA F.G. PESADO 350x350x200MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,12.17,12.17,12.17,PEN,,
0216000221,"CAJA DE PASE CUADRADA F.G. PESADO 400x400x200MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,14.73,14.73,14.73,PEN,,
0216000222,"CAJA DE PASE CUADRADA F.G. PESADO 500x500x200MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,20.47,20.47,20.47,PEN,,
0216000223,"CAJA DE PASE CUADRADA F.G. PESADO 600x600x200MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,27.07,27.07,27.07,PEN,,
0216000224,"CAJA DE PASE CUADRADA F.G. PESADO 700x700x200MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,34.53,34.53,34.53,PEN,,
0216000225,"CAJA DE PASE CUADRADA F.G. PESADO 800x800x200MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,42.83,42.83,42.83,PEN,,
0216000226,"CAJA DE PASE CUADRADA F.G. PESADO 1000x100x200MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,62.00,62.00,62.00,PEN,,
0216000227,"CAJA DE PASE CUADRADA F.G. PESADO 1200x1200x200MM PLANCHA 1/16""",material,Artefactos Alumbrado Interior,UND,84.60,84.60,84.60,PEN,,
0216000228,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 100x100x50MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,1.84,1.84,1.84,PEN,,
0216000229,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 150x150x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,4.31,4.31,4.31,PEN,,
0216000230,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 200x200x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,6.34,6.34,6.34,PEN,,
0216000231,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 250x250x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,8.71,8.71,8.71,PEN,,
0216000232,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 300x300x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,11.42,11.42,11.42,PEN,,
0216000233,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 350x350x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,14.48,14.48,14.48,PEN,,
0216000234,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 400x400x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,17.87,17.87,17.87,PEN,,
0216000235,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 500x500x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,25.68,25.68,25.68,PEN,,
0216000236,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 600x600x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,34.86,34.86,34.86,PEN,,
0216000237,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 700x700x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,45.40,45.40,45.40,PEN,,
0216000238,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 800x800x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,57.31,57.31,57.31,PEN,,
0216000239,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 1000x1000x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,85.21,85.21,85.21,PEN,,
0216000240,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 1200x1200x100MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,118.57,118.57,118.57,PEN,,
0216000241,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 150x150x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,4.87,4.87,4.87,PEN,,
0216000242,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 200x200x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,7.08,7.08,7.08,PEN,,
0216000243,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 250x250x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,9.62,9.62,9.62,PEN,,
0216000244,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 300x300x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,12.50,12.50,12.50,PEN,,
0216000245,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 350x350x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,15.72,15.72,15.72,PEN,,
0216000246,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 400x400x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,19.28,19.28,19.28,PEN,,
0216000247,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 500x500x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,27.44,27.44,27.44,PEN,,
0216000248,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 600x600x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,36.96,36.96,36.96,PEN,,
0216000249,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 700x700x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,47.84,47.84,47.84,PEN,,
0216000250,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 800x800x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,60.09,60.09,60.09,PEN,,
0216000251,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 1000x1000x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,88.67,88.67,88.67,PEN,,
0216000252,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 1200x1200x130MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,122.72,122.72,122.72,PEN,,
0216000253,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 150x150x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,5.43,5.43,5.43,PEN,,
0216000254,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 200x200x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,7.81,7.81,7.81,PEN,,
0216000255,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 250x250x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,10.52,10.52,10.52,PEN,,
0216000256,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 300x300x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,13.57,13.57,13.57,PEN,,
0216000257,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 350x350x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,16.96,16.96,16.96,PEN,,
0216000258,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 400x400x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,20.70,20.70,20.70,PEN,,
0216000259,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 500x500x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,29.20,29.20,29.20,PEN,,
0216000260,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 600x600x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,39.05,39.05,39.05,PEN,,
0216000261,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 700x700x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,50.28,50.28,50.28,PEN,,
0216000262,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 800x800x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,62.86,62.86,62.86,PEN,,
0216000263,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 1000x1000x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,92.13,92.13,92.13,PEN,,
0216000264,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 1200x1200x150MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,126.86,126.86,126.86,PEN,,
0216000265,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 250x250x200MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,12.32,12.32,12.32,PEN,,
0216000266,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 300x300x200MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,15.72,15.72,15.72,PEN,,
0216000267,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 350x350x200MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,19.45,19.45,19.45,PEN,,
0216000268,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 400x400x200MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,23.53,23.53,23.53,PEN,,
0216000269,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 500x500x200MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,32.71,32.71,32.71,PEN,,
0216000270,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 600x600x200MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,43.25,43.25,43.25,PEN,,
0216000271,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 700x700x200MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,55.15,55.15,55.15,PEN,,
0216000272,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 800x800x200MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,68.43,68.43,68.43,PEN,,
0216000273,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 1000x100x200MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,99.06,99.06,99.06,PEN,,
0216000274,"CAJA DE PASE CUADRADA F.G. EXTRAPESADO 1200x1200x200MM PLANCHA 5/64""",material,Artefactos Alumbrado Interior,UND,135.16,135.16,135.16,PEN,,
0216000275,INTERRUPTORES TERMOMAGNETICOS DIN 2x10A -10KA,material,Artefactos Alumbrado Interior,UND,51.51,51.51,51.51,PEN,,
0216000276,INTERRUPTORES TERMOMAGNETICOS DIN 2x15A -10KA,material,Artefactos Alumbrado Interior,UND,51.51,51.51,51.51,PEN,,
0216000277,INTERRUPTORES TERMOMAGNETICOS DIN 2x20A -10KA,material,Artefactos Alumbrado Interior,UND,51.51,51.51,51.51,PEN,,
0216000278,INTERRUPTORES TERMOMAGNETICOS DIN 2x25A -10KA,material,Artefactos Alumbrado Interior,UND,51.51,51.51,51.51,PEN,,
0216000279,INTERRUPTORES TERMOMAGNETICOS DIN 2x32A -10KA,material,Artefactos Alumbrado Interior,UND,51.51,51.51,51.51,PEN,,
0216000280,INTERRUPTORES TERMOMAGNETICOS DIN 2x40A -10KA,material,Artefactos Alumbrado Interior,UND,58.84,58.84,58.84,PEN,,
0216000281,INTERRUPTORES TERMOMAGNETICOS DIN 2x50A -10KA,material,Artefactos Alumbrado Interior,UND,58.84,58.84,58.84,PEN,,
0216000282,INTERRUPTORES TERMOMAGNETICOS DIN 2x63A -10KA,material,Artefactos Alumbrado Interior,UND,58.84,58.84,58.84,PEN,,
0216000283,INTERRUPTORES TERMOMAGNETICOS DIN 3x25A -10KA,material,Artefactos Alumbrado Interior,UND,77.39,77.39,77.39,PEN,,
0216000284,INTERRUPTORES TERMOMAGNETICOS DIN 3x32A -10KA,material,Artefactos Alumbrado Interior,UND,77.39,77.39,77.39,PEN,,
0216000285,INTERRUPTORES TERMOMAGNETICOS DIN 3x40A -10KA,material,Artefactos Alumbrado Interior,UND,87.72,87.72,87.72,PEN,,
0216000286,INTERRUPTORES TERMOMAGNETICOS DIN 3x50A -10KA,material,Artefactos Alumbrado Interior,UND,87.72,87.72,87.72,PEN,,
0216000287,INTERRUPTORES TERMOMAGNETICOS DIN 3x63A -10KA,material,Artefactos Alumbrado Interior,UND,87.72,87.72,87.72,PEN,,
0216000288,INTERRUPTORES TERMOMAGNETICOS DIN 3x80A -10KA,material,Artefactos Alumbrado Interior,UND,198.04,198.04,198.04,PEN,,
0216000289,INTERRUPTORES TERMOMAGNETICOS DIN 3x100A -10KA,material,Artefactos Alumbrado Interior,UND,198.04,198.04,198.04,PEN,,
0216000290,INTERRUPTORES TERMOMAGNETICOS DIN 2x10A -6KA,material,Artefactos Alumbrado Interior,UND,35.08,35.08,35.08,PEN,,
0216000291,INTERRUPTORES TERMOMAGNETICOS DIN 2x15A -6KA,material,Artefactos Alumbrado Interior,UND,35.08,35.08,35.08,PEN,,
0216000292,INTERRUPTORES TERMOMAGNETICOS DIN 2x20A -6KA,material,Artefactos Alumbrado Interior,UND,35.08,35.08,35.08,PEN,,
0216000293,INTERRUPTORES TERMOMAGNETICOS DIN 2x25A -6KA,material,Artefactos Alumbrado Interior,UND,35.08,35.08,35.08,PEN,,
0216000294,INTERRUPTORES TERMOMAGNETICOS DIN 2x32A -6KA,material,Artefactos Alumbrado Interior,UND,35.08,35.08,35.08,PEN,,
0216000295,INTERRUPTORES TERMOMAGNETICOS DIN 2x40A -6KA,material,Artefactos Alumbrado Interior,UND,38.58,38.58,38.58,PEN,,
0216000296,INTERRUPTORES TERMOMAGNETICOS DIN 2x50A -6KA,material,Artefactos Alumbrado Interior,UND,38.58,38.58,38.58,PEN,,
0216000297,INTERRUPTORES TERMOMAGNETICOS DIN 2x63A -6KA,material,Artefactos Alumbrado Interior,UND,38.58,38.58,38.58,PEN,,
0216000298,INTERRUPTORES TERMOMAGNETICOS DIN 3x25A -6KA,material,Artefactos Alumbrado Interior,UND,58.45,58.45,58.45,PEN,,
0216000299,INTERRUPTORES TERMOMAGNETICOS DIN 3x32A -6KA,material,Artefactos Alumbrado Interior,UND,58.45,58.45,58.45,PEN,,
0216000300,INTERRUPTORES TERMOMAGNETICOS DIN 3x40A -6KA,material,Artefactos Alumbrado Interior,UND,65.57,65.57,65.57,PEN,,
0216000301,INTERRUPTORES TERMOMAGNETICOS DIN 3x50A -6KA,material,Artefactos Alumbrado Interior,UND,65.57,65.57,65.57,PEN,,
0216000302,INTERRUPTORES TERMOMAGNETICOS DIN 3x63A -6KA,material,Artefactos Alumbrado Interior,UND,65.57,65.57,65.57,PEN,,
0216000303,"INTERRUPTORES TERMOMAGNETICOS DIFERENCIAL DIN BTIN 2 POLO 16A, 6KA 400V, 30MA",material,Artefactos Alumbrado Interior,UND,203.21,203.21,203.21,PEN,,
0216000304,"INTERRUPTORES TERMOMAGNETICOS DIFERENCIAL DIN BTIN 2 POLO 20A, 6KA 400V, 30MA",material,Artefactos Alumbrado Interior,UND,203.21,203.21,203.21,PEN,,
0216000305,"INTERRUPTORES TERMOMAGNETICOS DIFERENCIAL DIN BTIN 2 POLO 25A, 6KA 400V, 30MA",material,Artefactos Alumbrado Interior,UND,203.21,203.21,203.21,PEN,,
0216000306,"INTERRUPTORES TERMOMAGNETICOS DIFERENCIAL DIN BTIN 2 POLO 32A, 6KA 400V, 30MA",material,Artefactos Alumbrado Interior,UND,203.21,203.21,203.21,PEN,,
0216000307,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 2 POLO, 6A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,38.67,38.67,38.67,PEN,,
0216000308,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 2 POLO, 10A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,29.88,29.88,29.88,PEN,,
0216000309,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 2 POLO, 16A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,28.90,28.90,28.90,PEN,,
0216000310,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 2 POLO, 20A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,28.90,28.90,28.90,PEN,,
0216000311,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 2 POLO, 25A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,28.90,28.90,28.90,PEN,,
0216000312,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 2 POLO, 32A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,28.90,28.90,28.90,PEN,,
0216000313,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 2 POLO, 40A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,37.90,37.90,37.90,PEN,,
0216000314,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 2 POLO, 50A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,39.52,39.52,39.52,PEN,,
0216000315,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 2 POLO, 63A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,39.52,39.52,39.52,PEN,,
0216000316,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 3 POLO, 6A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,83.68,83.68,83.68,PEN,,
0216000317,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 3 POLO, 10A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,73.83,73.83,73.83,PEN,,
0216000318,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 3 POLO, 16A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,73.83,73.83,73.83,PEN,,
0216000319,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 3 POLO, 20A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,73.83,73.83,73.83,PEN,,
0216000320,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 3 POLO, 25A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,73.83,73.83,73.83,PEN,,
0216000321,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 3 POLO, 32A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,73.83,73.83,73.83,PEN,,
0216000322,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 3 POLO, 40A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,84.38,84.38,84.38,PEN,,
0216000323,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 3 POLO, 50A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,84.38,84.38,84.38,PEN,,
0216000324,"INTERRUPTORES TERMOMAGNETICOS T.RIEL 3 POLO, 63A 120/240V 10KA",material,Artefactos Alumbrado Interior,UND,84.38,84.38,84.38,PEN,,
0216000325,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 2 POLO, 16A 400V",material,Artefactos Alumbrado Interior,UND,234.15,234.15,234.15,PEN,,
0216000326,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 2 POLO, 20A 400V",material,Artefactos Alumbrado Interior,UND,234.15,234.15,234.15,PEN,,
0216000327,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 2 POLO, 25A 400V",material,Artefactos Alumbrado Interior,UND,234.15,234.15,234.15,PEN,,
0216000328,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 2 POLO, 32A 400V",material,Artefactos Alumbrado Interior,UND,234.15,234.15,234.15,PEN,,
0216000329,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 2 POLO, 40A 400V",material,Artefactos Alumbrado Interior,UND,265.09,265.09,265.09,PEN,,
0216000330,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 2 POLO, 50A 400V",material,Artefactos Alumbrado Interior,UND,265.09,265.09,265.09,PEN,,
0216000331,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 2 POLO, 63A 400V",material,Artefactos Alumbrado Interior,UND,265.09,265.09,265.09,PEN,,
0216000332,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 16A 400V",material,Artefactos Alumbrado Interior,UND,351.58,351.58,351.58,PEN,,
0216000333,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 20A 400V",material,Artefactos Alumbrado Interior,UND,351.58,351.58,351.58,PEN,,
0216000334,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 25A 400V",material,Artefactos Alumbrado Interior,UND,351.58,351.58,351.58,PEN,,
0216000335,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 32A 400V",material,Artefactos Alumbrado Interior,UND,351.58,351.58,351.58,PEN,,
0216000336,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 40A 400V",material,Artefactos Alumbrado Interior,UND,368.46,368.46,368.46,PEN,,
0216000337,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 50A 400V",material,Artefactos Alumbrado Interior,UND,368.46,368.46,368.46,PEN,,
0216000338,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 63A 400V",material,Artefactos Alumbrado Interior,UND,368.46,368.46,368.46,PEN,,
0216000339,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 16A 400V",material,Artefactos Alumbrado Interior,UND,355.80,355.80,355.80,PEN,,
0216000340,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 20A 400V",material,Artefactos Alumbrado Interior,UND,355.80,355.80,355.80,PEN,,
0216000341,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 25A 400V",material,Artefactos Alumbrado Interior,UND,355.80,355.80,355.80,PEN,,
0216000342,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 32A 400V",material,Artefactos Alumbrado Interior,UND,355.80,355.80,355.80,PEN,,
0216000343,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 40A 400V",material,Artefactos Alumbrado Interior,UND,375.49,375.49,375.49,PEN,,
0216000344,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 50A 400V",material,Artefactos Alumbrado Interior,UND,375.49,375.49,375.49,PEN,,
0216000345,"INTERRUPTORES TERMO-DIFERENCIAL P RIEL DIN BTDIN 3 POLO, 63A 400V",material,Artefactos Alumbrado Interior,UND,375.49,375.49,375.49,PEN,,
0217000002,"ASFALTO DE PAVIMENTACION PEN 40/50, TANQUE",material,Asfalto,GLN,10.36,10.36,10.36,PEN,,
0217000003,"ASFALTO DE PAVIMENTACION PEN 40/50, CILINDRO",material,Asfalto,GLN,10.49,10.49,10.49,PEN,,
0217000004,"ASFALTO DE PAVIMENTACION PEN 60/70, TANQUE",material,Asfalto,GLN,10.36,10.36,10.36,PEN,,
0217000005,"ASFALTO DE PAVIMENTACION PEN 60/70, CILINDRO",material,Asfalto,GLN,10.49,10.49,10.49,PEN,,
