resource_code,name,type,category,unit,price_avg,price_min,price_max,currency,usage_count,labor_role
0202000001,ACEITE MOTOR GASOLINERO MULTIGRADO,material,Aceites,GLN,74.99,74.99,74.99,PEN,,
0202000002,ACEITE MOTOR HELIX HX7 10W-40,material,Aceites,GLN,191.80,191.80,191.80,PEN,,
0202000003,ACEITE MOTOR HELIX ULTRA 5W-40,material,Aceites,L,88.44,88.44,88.44,PEN,,
0202000004,ACEITE MOTOR RIMULA R3X 15W-40,material,Aceites,L,27.91,27.91,27.91,PEN,,
0202000005,ACEITE MOTOR RIMULA R2 25W-50,material,Aceites,L,35.29,35.29,35.29,PEN,,
0202000006,ACEITE MOTOR RIMULA R2 25W-50,material,Aceites,L,35.29,35.29,35.29,PEN,,
0204000001,ALAMBRE NEGRO Nº 8,material,Acero Liso,KG,8.93,8.93,8.93,PEN,,
0204000002,ALAMBRE NEGRO Nº 16,material,Acero Liso,KG,9.03,9.03,9.03,PEN,,
0204000003,"CLAVOS 2 """,material,Acero Liso,KG,6.92,6.92,6.92,PEN,,
0204000004,"CLAVOS 2 1/2""",material,Acero Liso,KG,6.92,6.92,6.92,PEN,,
0204000005,"CLAVOS 3""",material,Acero Liso,KG,6.92,6.92,6.92,PEN,,
0204000006,"CLAVOS 4""",material,Acero Liso,KG,6.92,6.92,6.92,PEN,,
0204000007,"CLAVOS PARA MADERA CON CABEZA DE 2""",material,Acero Liso,KG,7.05,7.05,7.05,PEN,,
0204000008,"CLAVOS PARA MADERA CON CABEZA DE 3""",material,Acero Liso,KG,7.05,7.05,7.05,PEN,,
0204000009,"CLAVOS PARA MADERA CON CABEZA DE 4""",material,Acero Liso,KG,7.05,7.05,7.05,PEN,,
0204000010,"ACERO LISO EN VARILLAS DE 1"" X 6 m",material,Acero Liso,VAR,157.78,157.78,157.78,PEN,,
0204000011,"ACERO LISO EN VARILLAS DE 3/4"" X 6 m",material,Acero Liso,VAR,130.06,130.06,130.06,PEN,,
0204000012,"ACERO LISO EN VARILLAS DE 5/8"" X 6 m",material,Acero Liso,VAR,74.10,74.10,74.10,PEN,,
0204000013,"ACERO LISO EN VARILLAS DE 1/2"" X 6 m",material,Acero Liso,VAR,46.84,46.84,46.84,PEN,,
0204000014,"ACERO LISO EN VARILLAS DE 3/8"" X 6 m",material,Acero Liso,VAR,40.58,40.58,40.58,PEN,,
0204000015,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 1/2"" x 1/4""",material,Acero Liso,CTO,9.96,9.96,9.96,PEN,,
0204000016,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 1/2"" x 5/16""",material,Acero Liso,CTO,16.26,16.26,16.26,PEN,,
0204000017,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 1/2"" x 3/8""",material,Acero Liso,CTO,23.91,23.91,23.91,PEN,,
0204000018,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 5/8"" x 1/4""",material,Acero Liso,CTO,10.52,10.52,10.52,PEN,,
0204000019,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 5/8"" x 5/16""",material,Acero Liso,CTO,17.60,17.60,17.60,PEN,,
0204000020,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 5/8"" x 3/8""",material,Acero Liso,CTO,31.48,31.48,31.48,PEN,,
0204000021,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 3/4"" x 1/4""",material,Acero Liso,CTO,11.08,11.08,11.08,PEN,,
0204000022,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 3/4"" x 5/16""",material,Acero Liso,CTO,19.35,19.35,19.35,PEN,,
0204000023,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 3/4"" x 3/8""",material,Acero Liso,CTO,31.55,31.55,31.55,PEN,,
0204000024,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 3/4"" x 7/16""",material,Acero Liso,CTO,42.34,42.34,42.34,PEN,,
0204000025,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 3/4"" x 1/2""",material,Acero Liso,CTO,63.87,63.87,63.87,PEN,,
0204000026,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 1"" x 1/4""",material,Acero Liso,CTO,12.97,12.97,12.97,PEN,,
0204000027,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 1"" x 5/16""",material,Acero Liso,CTO,21.45,21.45,21.45,PEN,,
0204000028,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 1"" x 3/8""",material,Acero Liso,CTO,31.76,31.76,31.76,PEN,,
0204000029,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 1"" x 7/16""",material,Acero Liso,CTO,42.63,42.63,42.63,PEN,,
0204000030,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 1"" x 1/2""",material,Acero Liso,CTO,70.39,70.39,70.39,PEN,,
0204000031,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 1"" x 5/8""",material,Acero Liso,CTO,128.58,128.58,128.58,PEN,,
0204000032,"PERNO HEXAGONAL ROSCA CORRIENTE G-2, 1"" x 3/4""",material,Acero Liso,CTO,261.15,261.15,261.15,PEN,,
0204000033,"ARANDELA DE ACERO FE 1/8""",material,Acero Liso,CTO,1.82,1.82,1.82,PEN,,
0204000034,"ARANDELA DE ACERO FE 5/32""",material,Acero Liso,CTO,2.38,2.38,2.38,PEN,,
0204000035,"ARANDELA DE ACERO FE 3/16""",material,Acero Liso,CTO,3.86,3.86,3.86,PEN,,
0204000036,"ARANDELA DE ACERO FE 1/4""",material,Acero Liso,CTO,7.01,7.01,7.01,PEN,,
0204000037,"ARANDELA DE ACERO FE 5/16""",material,Acero Liso,CTO,12.90,12.90,12.90,PEN,,
0204000038,"ARANDELA DE ACERO FE 3/8""",material,Acero Liso,CTO,13.95,13.95,13.95,PEN,,
0204000039,"ARANDELA DE ACERO FE 7/16""",material,Acero Liso,CTO,20.61,20.61,20.61,PEN,,
0204000040,"ARANDELA DE ACERO FE 1/2""",material,Acero Liso,CTO,21.10,21.10,21.10,PEN,,
0204000041,"ARANDELA DE ACERO FE 9/16""",material,Acero Liso,CTO,31.27,31.27,31.27,PEN,,
0204000042,"ARANDELA DE ACERO FE 5/8""",material,Acero Liso,CTO,45.08,45.08,45.08,PEN,,
0204000043,"ARANDELA DE ACERO FE 3/4""",material,Acero Liso,CTO,60.43,60.43,60.43,PEN,,
0204000044,"ARANDELA DE ACERO FE 7/8""",material,Acero Liso,CTO,83.08,83.08,83.08,PEN,,
0204000045,"ARANDELA DE ACERO FE 1""",material,Acero Liso,CTO,85.81,85.81,85.81,PEN,,
0204000046,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 1/8""",material,Acero Liso,CTO,1.40,1.40,1.40,PEN,,
0204000047,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 5/32""",material,Acero Liso,CTO,2.24,2.24,2.24,PEN,,
0204000048,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 3/16""",material,Acero Liso,CTO,3.37,3.37,3.37,PEN,,
0204000049,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 1/4""",material,Acero Liso,CTO,5.75,5.75,5.75,PEN,,
0204000050,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 5/16""",material,Acero Liso,CTO,8.27,8.27,8.27,PEN,,
0204000051,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 3/8""",material,Acero Liso,CTO,12.34,12.34,12.34,PEN,,
0204000052,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 7/16""",material,Acero Liso,CTO,23.28,23.28,23.28,PEN,,
0204000053,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 1/2""",material,Acero Liso,CTO,28.81,28.81,28.81,PEN,,
0204000054,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 9/16""",material,Acero Liso,CTO,55.95,55.95,55.95,PEN,,
0204000055,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 5/8""",material,Acero Liso,CTO,64.22,64.22,64.22,PEN,,
0204000056,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 3/4""",material,Acero Liso,CTO,94.50,94.50,94.50,PEN,,
0204000057,"TUERCA HEXAGONAL ROSCA CORRIENTE G-2, 1""",material,Acero Liso,CTO,227.36,227.36,227.36,PEN,,
0204000058,"ARANDELA PRESION FE 1/8""",material,Acero Liso,CTO,2.87,2.87,2.87,PEN,,
0204000059,"ARANDELA PRESION FE 5/32""",material,Acero Liso,CTO,2.87,2.87,2.87,PEN,,
0204000060,"ARANDELA PRESION FE 3/16""",material,Acero Liso,CTO,3.51,3.51,3.51,PEN,,
0204000061,"ARANDELA PRESION FE 1/4""",material,Acero Liso,CTO,5.05,5.05,5.05,PEN,,
0204000062,"ARANDELA PRESION FE 5/16""",material,Acero Liso,CTO,8.06,8.06,8.06,PEN,,
0204000063,"ARANDELA PRESION FE 3/8""",material,Acero Liso,CTO,11.15,11.15,11.15,PEN,,
0204000064,"ARANDELA PRESION FE 7/16""",material,Acero Liso,CTO,17.25,17.25,17.25,PEN,,
0204000065,"ARANDELA PRESION FE 1/2""",material,Acero Liso,CTO,22.86,22.86,22.86,PEN,,
0204000066,"ARANDELA PRESION FE 9/16""",material,Acero Liso,CTO,34.28,34.28,34.28,PEN,,
0204000067,"ARANDELA PRESION FE 5/8""",material,Acero Liso,CTO,48.23,48.23,48.23,PEN,,
0204000068,"ARANDELA PRESION FE 3/4""",material,Acero Liso,CTO,80.90,80.90,80.90,PEN,,
0204000069,"ARANDELA PRESION FE 7/8""",material,Acero Liso,CTO,108.81,108.81,108.81,PEN,,
0204000070,"ARANDELA PRESION FE 1""",material,Acero Liso,CTO,160.90,160.90,160.90,PEN,,
0203000001,ACERO CORRUGADO 6mm x 9m.,material,Acero Corrugado,VAR,10.33,10.33,10.33,PEN,,
0203000002,"ACERO CORRUGADO 3/8"" x 9m.",material,Acero Corrugado,VAR,28.84,28.84,28.84,PEN,,
0203000003,"ACERO CORRUGADO 1/2"" x 9m.",material,Acero Corrugado,VAR,45.20,45.20,45.20,PEN,,
0203000004,"ACERO CORRUGADO 5/8"" x 9m.",material,Acero Corrugado,VAR,79.66,79.66,79.66,PEN,,
0203000005,"ACERO CORRUGADO 3/4"" x 9m.",material,Acero Corrugado,VAR,114.46,114.46,114.46,PEN,,
0203000006,"ACERO CORRUGADO 1"" x 9m.",material,Acero Corrugado,VAR,209.60,209.60,209.60,PEN,,
0203000007,ACERO CORRUGADO fy = 4200 kg/cm2 GRADO 60,material,Acero Corrugado,TON,5769.95,5769.95,5769.95,PEN,,
0206000001,ARENA FINA,material,Agregado Fino,M3,50.25,50.25,50.25,PEN,,
0206000002,TIERRA COLORADA - PUZOLANICA,material,Agregado Fino,M3,44.98,44.98,44.98,PEN,,
0206000003,TIERRA DE CHACRA,material,Agregado Fino,M3,40.85,40.85,40.85,PEN,,
0211000001,"PIEDRA CHANCADA DE 1/2""",material,Agregado Grueso,M3,63.33,63.33,63.33,PEN,,
0211000002,"PIEDRA CHANCADA DE 3/4""",material,Agregado Grueso,M3,63.37,63.37,63.37,PEN,,
0211000003,PIEDRA DE ZANJA,material,Agregado Grueso,M3,38.60,38.60,38.60,PEN,,
0211000004,ARENA GRUESA,material,Agregado Grueso,M3,52.24,52.24,52.24,PEN,,
0211000005,"PIEDRA MEDIANA DE 6""",material,Agregado Grueso,M3,56.39,56.39,56.39,PEN,,
0211000006,"PIEDRA GRANDE DE 8""",material,Agregado Grueso,M3,62.16,62.16,62.16,PEN,,
0212000001,TW 18 AWG,material,"Cable TW, CTW, CTHW y THW",M,0.98,0.98,0.98,PEN,,
0212000002,TW 16 AWG,material,"Cable TW, CTW, CTHW y THW",M,1.27,1.27,1.27,PEN,,
0212000003,TW 14 AWG,material,"Cable TW, CTW, CTHW y THW",M,1.73,1.73,1.73,PEN,,
0212000004,TW 12 AWG,material,"Cable TW, CTW, CTHW y THW",M,2.66,2.66,2.66,PEN,,
0212000005,TW 10 AWG,material,"Cable TW, CTW, CTHW y THW",M,4.27,4.27,4.27,PEN,,
0212000006,TW 8 AWG,material,"Cable TW, CTW, CTHW y THW",M,6.52,6.52,6.52,PEN,,
0212000007,TW 1.5 mm2,material,"Cable TW, CTW, CTHW y THW",M,1.39,1.39,1.39,PEN,,
0212000008,TW 2.5 mm2,material,"Cable TW, CTW, CTHW y THW",M,2.08,2.08,2.08,PEN,,
0212000009,TW 4.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,3.23,3.23,3.23,PEN,,
0212000010,TW 6.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,4.79,4.79,4.79,PEN,,
0212000011,TW 10.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,7.85,7.85,7.85,PEN,,
0212000012,CTW 14 AWG,material,"Cable TW, CTW, CTHW y THW",M,1.85,1.85,1.85,PEN,,
0212000013,CTW 12 AWG,material,"Cable TW, CTW, CTHW y THW",M,2.77,2.77,2.77,PEN,,
0212000014,CTW 10 AWG,material,"Cable TW, CTW, CTHW y THW",M,4.27,4.27,4.27,PEN,,
0212000015,CTW 8 AWG,material,"Cable TW, CTW, CTHW y THW",M,6.93,6.93,6.93,PEN,,
0212000016,CTW 6 AWG,material,"Cable TW, CTW, CTHW y THW",M,11.03,11.03,11.03,PEN,,
0212000017,CTW 4 AWG,material,"Cable TW, CTW, CTHW y THW",M,17.09,17.09,17.09,PEN,,
0212000018,CTW 1.5 mm2,material,"Cable TW, CTW, CTHW y THW",M,1.44,1.44,1.44,PEN,,
0212000019,CTW 2.5 mm2,material,"Cable TW, CTW, CTHW y THW",M,2.14,2.14,2.14,PEN,,
0212000020,CTW 4 mm2,material,"Cable TW, CTW, CTHW y THW",M,3.41,3.41,3.41,PEN,,
0212000021,CTW 6mm2,material,"Cable TW, CTW, CTHW y THW",M,5.02,5.02,5.02,PEN,,
0212000022,CTW 10mm2,material,"Cable TW, CTW, CTHW y THW",M,8.31,8.31,8.31,PEN,,
0212000023,THW 18 AWG,material,"Cable TW, CTW, CTHW y THW",M,1.04,1.04,1.04,PEN,,
0212000024,THW 16 AWG,material,"Cable TW, CTW, CTHW y THW",M,1.33,1.33,1.33,PEN,,
0212000025,THW 14 AWG,material,"Cable TW, CTW, CTHW y THW",M,1.85,1.85,1.85,PEN,,
0212000026,THW 12 AWG,material,"Cable TW, CTW, CTHW y THW",M,2.83,2.83,2.83,PEN,,
0212000027,THW 10 AWG,material,"Cable TW, CTW, CTHW y THW",M,4.45,4.45,4.45,PEN,,
0212000028,THW 8 AWG,material,"Cable TW, CTW, CTHW y THW",M,6.81,6.81,6.81,PEN,,
0212000029,THW 1.5 mm2,material,"Cable TW, CTW, CTHW y THW",M,1.44,1.44,1.44,PEN,,
0212000030,THW 2.5 mm2,material,"Cable TW, CTW, CTHW y THW",M,2.14,2.14,2.14,PEN,,
0212000031,THW 4.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,3.29,3.29,3.29,PEN,,
0212000032,THW 6.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,4.79,4.79,4.79,PEN,,
0212000033,THW 10.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,7.91,7.91,7.91,PEN,,
0212000034,THW 14 AWG,material,"Cable TW, CTW, CTHW y THW",M,1.96,1.96,1.96,PEN,,
0212000035,THW 12 AWG,material,"Cable TW, CTW, CTHW y THW",M,2.89,2.89,2.89,PEN,,
0212000036,THW 10 AWG,material,"Cable TW, CTW, CTHW y THW",M,4.45,4.45,4.45,PEN,,
0212000037,THW 8 AWG,material,"Cable TW, CTW, CTHW y THW",M,7.22,7.22,7.22,PEN,,
0212000038,THW 6 AWG,material,"Cable TW, CTW, CTHW y THW",M,11.37,11.37,11.37,PEN,,
0212000039,THW 4 AWG,material,"Cable TW, CTW, CTHW y THW",M,17.49,17.49,17.49,PEN,,
0212000040,THW 2 AWG,material,"Cable TW, CTW, CTHW y THW",M,26.84,26.84,26.84,PEN,,
0212000041,THW 1/0 AWG,material,"Cable TW, CTW, CTHW y THW",M,43.58,43.58,43.58,PEN,,
0212000042,THW 2/0 AWG,material,"Cable TW, CTW, CTHW y THW",M,55.53,55.53,55.53,PEN,,
0212000043,THW 1.5 mm2,material,"Cable TW, CTW, CTHW y THW",M,1.50,1.50,1.50,PEN,,
0212000044,THW 2.5 mm2,material,"Cable TW, CTW, CTHW y THW",M,2.14,2.14,2.14,PEN,,
0212000045,THW 4.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,3.41,3.41,3.41,PEN,,
0212000046,THW 6.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,5.25,5.25,5.25,PEN,,
0212000047,THW 10.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,8.54,8.54,8.54,PEN,,
0212000048,THW 16.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,13.34,13.34,13.34,PEN,,
0212000049,THW 25.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,20.78,20.78,20.78,PEN,,
0212000050,THW 35.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,29.67,29.67,29.67,PEN,,
0212000051,THW 50.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,40.58,40.58,40.58,PEN,,
0212000052,THW 70.0 mm2,material,"Cable TW, CTW, CTHW y THW",M,55.53,55.53,55.53,PEN,,
0212000053,TWT 2*16 AWG BIPLASTO,material,"Cable TW, CTW, CTHW y THW",M,2.66,2.66,2.66,PEN,,
0212000054,TWT 2*14 AWG BIPLASTO,material,"Cable TW, CTW, CTHW y THW",M,3.87,3.87,3.87,PEN,,
0212000055,TWT 2*12 AWG BIPLASTO,material,"Cable TW, CTW, CTHW y THW",M,5.83,5.83,5.83,PEN,,
0212000056,TWT 2*10 AWG BIPLASTO,material,"Cable TW, CTW, CTHW y THW",M,9.24,9.24,9.24,PEN,,
0212000057,TWT 3*16 AWG BIPLASTO,material,"Cable TW, CTW, CTHW y THW",M,3.98,3.98,3.98,PEN,,
0212000058,TWT 3*14 AWG BIPLASTO,material,"Cable TW, CTW, CTHW y THW",M,5.83,5.83,5.83,PEN,,
0212000059,TWT 3*12 AWG BIPLASTO,material,"Cable TW, CTW, CTHW y THW",M,8.77,8.77,8.77,PEN,,
0212000060,TWT 3*10 AWG BIPLASTO,material,"Cable TW, CTW, CTHW y THW",M,14.14,14.14,14.14,PEN,,
0212000061,NLT (SVT-O) 2*18 AWG,material,"Cable TW, CTW, CTHW y THW",M,2.66,2.66,2.66,PEN,,
0212000062,NLT (SVT-O) 2*16 AWG,material,"Cable TW, CTW, CTHW y THW",M,3.75,3.75,3.75,PEN,,
0212000063,NLT (SVT-O) 2*14 AWG,material,"Cable TW, CTW, CTHW y THW",M,5.54,5.54,5.54,PEN,,
0212000064,NLT (SVT-O) 3*18 AWG,material,"Cable TW, CTW, CTHW y THW",M,3.64,3.64,3.64,PEN,,
0212000065,NLT (SVT-O) 3*16 AWG,material,"Cable TW, CTW, CTHW y THW",M,5.08,5.08,5.08,PEN,,
0212000066,NLT (SVT-O) 3*14 AWG,material,"Cable TW, CTW, CTHW y THW",M,7.74,7.74,7.74,PEN,,
0212000067,ALAMBRE ATI (XPT) 2x22 AWG,material,"Cable TW, CTW, CTHW y THW",M,1.04,1.04,1.04,PEN,,
0212000068,ALAMBRE ATI (XPT) 4x22 AWG,material,"Cable TW, CTW, CTHW y THW",M,1.67,1.67,1.67,PEN,,
0212000069,ALAMBRE ATI (XPT) 2x24 AWG,material,"Cable TW, CTW, CTHW y THW",M,0.75,0.75,0.75,PEN,,
0212000070,ALAMBRE ATI (XPT) 4x24 AWG,material,"Cable TW, CTW, CTHW y THW",M,1.27,1.27,1.27,PEN,,
0212000071,CABLE WS 6 AWG,material,"Cable TW, CTW, CTHW y THW",M,14.43,14.43,14.43,PEN,,
0212000072,CABLE WS 4 AWG,material,"Cable TW, CTW, CTHW y THW",M,21.47,21.47,21.47,PEN,,
0212000073,CABLE WS 2 AWG,material,"Cable TW, CTW, CTHW y THW",M,33.14,33.14,33.14,PEN,,
0212000074,CABLE WS 1/0 AWG,material,"Cable TW, CTW, CTHW y THW",M,56.05,56.05,56.05,PEN,,
0212000075,CABLE WS 2/0 AWG,material,"Cable TW, CTW, CTHW y THW",M,65.06,65.06,65.06,PEN,,
0212000076,CABLE CPT 16 AWG,material,"Cable TW, CTW, CTHW y THW",M,1.39,1.39,1.39,PEN,,
0212000077,CABLE CPT 14 AWG,material,"Cable TW, CTW, CTHW y THW",M,2.02,2.02,2.02,PEN,,
0212000078,CABLE CPT 12 AWG,material,"Cable TW, CTW, CTHW y THW",M,3.12,3.12,3.12,PEN,,
0212000079,CABLE CPT 10 AWG,material,"Cable TW, CTW, CTHW y THW",M,4.68,4.68,4.68,PEN,,
0212000080,CABLE CPT 8 AWG,material,"Cable TW, CTW, CTHW y THW",M,7.74,7.74,7.74,PEN,,
0212000081,CABLE CPT 6 AWG,material,"Cable TW, CTW, CTHW y THW",M,12.18,12.18,12.18,PEN,,
0212000082,CABLE CPT 4 AWG,material,"Cable TW, CTW, CTHW y THW",M,18.47,18.47,18.47,PEN,,
0212000083,CABLE CPT 2 AWG,material,"Cable TW, CTW, CTHW y THW",M,28.75,28.75,28.75,PEN,,
0212000084,CABLE CPT 1/0 AWG,material,"Cable TW, CTW, CTHW y THW",M,46.36,46.36,46.36,PEN,,
0212000085,CABLE CPT 2/0 AWG,material,"Cable TW, CTW, CTHW y THW",M,57.38,57.38,57.38,PEN,,
0212000086,CABLE CPT 4/0 AWG,material,"Cable TW, CTW, CTHW y THW",M,87.80,87.80,87.80,PEN,,
0213000001,"ALCANTARILLA TMC 18"" DE DIAMETRO e=1.80 mm",material,Alcantarilla Metálica,M,264.59,264.59,264.59,PEN,,
0213000002,"ALCANTARILLA TMC 24"" DE DIAMETRO e=1.80 mm",material,Alcantarilla Metálica,M,302.28,302.28,302.28,PEN,,
0213000003,"ALCANTARILLA TMC 36"" DE DIAMETRO e=2.00 mm",material,Alcantarilla Metálica,M,463.27,463.27,463.27,PEN,,
0213000004,"ALCANTARILLA TMC 48"" DE DIAMETRO e=2.50 mm",material,Alcantarilla Metálica,M,725.97,725.97,725.97,PEN,,
0213000005,"ALCANTARILLA TMC 60"" DE DIAMETRO e= 3.00 mm",material,Alcantarilla Metálica,M,1066.36,1066.36,1066.36,PEN,,
0213000006,"ALCANTARILLA TMC 72"" DE DIAMETRO e=3.30 mm",material,Alcantarilla Metálica,M,1416.91,1416.91,1416.91,PEN,,
0213000007,"ALCANTARILLA TMC 72"" DE DIAMETRO e=3.50 mm",material,Alcantarilla Metálica,M,1495.15,1495.15,1495.15,PEN,,
0214000001,INODORO ARUBA BLANCO,material,Aparatos Sanitarios,PZA,252.33,252.33,252.33,PEN,,
0214000002,INODORO ARUBA BONE,material,Aparatos Sanitarios,PZA,274.83,274.83,274.83,PEN,,
0214000003,INODORO NUEVO CANCUN RUBI,material,Aparatos Sanitarios,PZA,335.25,335.25,335.25,PEN,,
0214000004,INODORO NUEVO CANCUN BLANCO,material,Aparatos Sanitarios,PZA,164.38,164.38,164.38,PEN,,
0214000005,LAVATORIO ARUBA BLANCO,material,Aparatos Sanitarios,PZA,48.47,48.47,48.47,PEN,,
0214000006,LAVATORIO ARUBA BONE,material,Aparatos Sanitarios,PZA,52.64,52.64,52.64,PEN,,
0214000007,LAVATORIO ARUBA RUBI,material,Aparatos Sanitarios,PZA,58.19,58.19,58.19,PEN,,
0214000008,LAVATORIO OVALIN BLANCO P/EMPOTRAR,material,Aparatos Sanitarios,PZA,110.96,110.96,110.96,PEN,,
0214000009,LAVATORIO OVALIN BONE P/EMPOTRAR,material,Aparatos Sanitarios,PZA,122.07,122.07,122.07,PEN,,
0214000010,LAVATORIO OVALIN BLANCO P/SOBREPONER,material,Aparatos Sanitarios,PZA,124.85,124.85,124.85,PEN,,
0214000011,LAVATORIO OVALIN BONE P/SOBREPONER,material,Aparatos Sanitarios,PZA,136.52,136.52,136.52,PEN,,
0214000012,PEDESTAL VILLARTA BLANCO,material,Aparatos Sanitarios,PZA,52.36,52.36,52.36,PEN,,
0214000013,PEDESTAL VILLARTA BONE,material,Aparatos Sanitarios,PZA,55.40,55.40,55.40,PEN,,
0214000014,PEDESTAL VILLARTA AZUL,material,Aparatos Sanitarios,PZA,60.27,60.27,60.27,PEN,,
0214000015,"JGO DE ACCESORIOS DE LOZA BLANCO (Papelera, Jabonera, Perchero y Toallero)",material,Aparatos Sanitarios,PZA,58.19,58.19,58.19,PEN,,
0214000016,"JGO DE ACCESORIOS DE LOZA BONE (Papelera, Jabonera, Perchero y Toallero)",material,Aparatos Sanitarios,PZA,60.96,60.96,60.96,PEN,,
0214000017,"JGO DE ACCESORIOS DE LOZA RUBI (Papelera, Jabonera, Perchero y Toallero)",material,Aparatos Sanitarios,PZA,66.52,66.52,66.52,PEN,,
0214000018,PAR DE UÑAS GALVANIZADAS PARA LAVOTORIO,material,Aparatos Sanitarios,PZA,5.42,5.42,5.42,PEN,,
0214000019,ANILLO DE REBOSE PARA LAVATORIO,material,Aparatos Sanitarios,PZA,5.42,5.42,5.42,PEN,,
0214000020,PAR DE PERNOS DE ANCLAJE DE ACERO INOX. PARA INODORO,material,Aparatos Sanitarios,PZA,5.42,5.42,5.42,PEN,,
0214000021,EMPAQUE DE DESCARGA DE URINARIO,material,Aparatos Sanitarios,PZA,9.59,9.59,9.59,PEN,,
0214000022,ASIENTO CAMCUN BLANCO (Material y Bisagras),material,Aparatos Sanitarios,PZA,29.02,29.02,29.02,PEN,,
0214000023,ASIENTO CAMCUN BONE (Material y Bisagras),material,Aparatos Sanitarios,PZA,30.41,30.41,30.41,PEN,,
0214000024,ASIENTO CAMCUN RUBI (Material y Bisagras),material,Aparatos Sanitarios,PZA,31.81,31.81,31.81,PEN,,
0214000025,ASIENTO NUEVO CAMCUN BLANCO (Material y Bisagras),material,Aparatos Sanitarios,PZA,29.02,29.02,29.02,PEN,,
0214000026,ASIENTO NUEVO CAMCUN BONE (Material y Bisagras),material,Aparatos Sanitarios,PZA,30.41,30.41,30.41,PEN,,
0214000027,ASIENTO NUEVO CAMCUN RUBI (Material y Bisagras),material,Aparatos Sanitarios,PZA,31.81,31.81,31.81,PEN,,
0214000028,ASIENTO IPANEMA BLANCO (Material y Bisagras),material,Aparatos Sanitarios,PZA,31.81,31.81,31.81,PEN,,
0214000029,ASIENTO IPANEMA BONE (Material y Bisagras),material,Aparatos Sanitarios,PZA,33.18,33.18,33.18,PEN,,
0214000030,ASIENTO VALLARTA BLANCO (Material y Bisagras),material,Aparatos Sanitarios,PZA,33.18,33.18,33.18,PEN,,
0214000031,ASIENTO VALLARTA BONE (Material y Bisagras),material,Aparatos Sanitarios,PZA,35.97,35.97,35.97,PEN,,
0214000032,ASIENTO VALLARTA RUBI (Material y Bisagras),material,Aparatos Sanitarios,PZA,44.29,44.29,44.29,PEN,,
0214000033,ASIENTO COZUMEL BLANCO (Material y Bisagras),material,Aparatos Sanitarios,PZA,49.85,49.85,49.85,PEN,,
0214000034,ASIENTO COZUMEL BONE (Material y Bisagras),material,Aparatos Sanitarios,PZA,49.85,49.85,49.85,PEN,,
0214000035,LLAVE DE LAVATORIO LINEA COLAN C/AEREADOR CROMADA,material,Aparatos Sanitarios,PZA,30.41,30.41,30.41,PEN,,
0214000036,LLADE DE LAVATORIO LIVIANA LINEA BAVARO CROMADA,material,Aparatos Sanitarios,PZA,72.07,72.07,72.07,PEN,,
0214000037,LLADE DE LAVATORIO LIVIANA LINEA PUNTA SAL CROMADA,material,Aparatos Sanitarios,PZA,39.44,39.44,39.44,PEN,,
0214000038,LLADE DE LAVATORIO LINEA BAVARO CROMADA,material,Aparatos Sanitarios,PZA,40.13,40.13,40.13,PEN,,
